sample,time_s,confidence,range_db,basis
385029,8.021437,存疑,17.4,sheet-window
838972,17.478583,确定,49.0,sheet-window
1056963,22.020063,确定,44.8,sheet-window
1200091,25.001896,确定,31.3,sheet-window
1495288,31.151833,确定,37.6,sheet-window
2189885,45.622604,确定,48.9,sheet-window
2433856,50.705333,确定,35.7,sheet-window
