sample,time_s,confidence,range_db,basis
18993,0.395688,确定,43.1,sheet-window
3228576,67.262000,确定,56.0,sheet-window
6415092,133.647750,确定,45.5,sheet-window
9787009,203.896021,确定,37.9,sheet-window
13598416,283.300333,确定,50.3,sheet-window
21583231,449.650646,确定,45.8,sheet-window
26764379,557.591229,确定,46.3,sheet-window
