sample,time_s,confidence,range_db,basis
84810,1.766875,确定,50.2,sheet-window
5965972,124.291083,确定,39.8,sheet-window
10290020,214.375417,确定,53.6,sheet-window
14315144,298.232167,确定,43.8,sheet-window
17498250,364.546875,确定,56.4,sheet-window
21731578,452.741208,确定,53.6,sheet-window
23724962,494.270042,存疑,20.3,sheet-window
