sample,time_s,confidence,range_db,basis
85370,1.778542,确定,19.7,sheet-window
828326,17.256792,确定,37.8,sheet-window
1957126,40.773458,存疑,13.2,sheet-window
2507340,52.236250,确定,24.3,sheet-window
3239546,67.490542,确定,39.6,sheet-window
4928716,102.681583,确定,41.0,sheet-window
5165841,107.621687,存疑,24.4,sheet-window
