sample,time_s,confidence,range_db,basis
44521,0.927521,确定,37.2,sheet-window
669524,13.948417,确定,25.9,sheet-window
1995537,41.573687,确定,30.9,sheet-window
2956309,61.589771,确定,35.6,sheet-window
3943331,82.152729,确定,31.7,sheet-window
5066121,105.544188,存疑,13.1,sheet-window
5667540,118.073750,确定,33.3,sheet-window
