sample,time_s,confidence,range_db,basis
110836,2.309083,确定,31.6,sheet-window
2034114,42.377375,确定,35.1,sheet-window
6119458,127.488708,确定,47.6,sheet-window
17334025,361.125521,确定,53.2,sheet-window
22041600,459.200000,确定,46.3,sheet-window
26843107,559.231396,确定,56.1,sheet-window
