sample,time_s,confidence,range_db,basis
452875,9.434896,确定,51.5,sheet-window
1427946,29.748875,存疑,35.1,sheet-window
2367949,49.332271,确定,47.8,sheet-window
3185694,66.368625,确定,47.2,sheet-window
4039657,84.159521,确定,48.5,sheet-window
5816078,121.168292,确定,49.9,sheet-window
7045031,146.771479,确定,37.9,sheet-window
