sample,time_s,confidence,range_db,basis
65564,1.365917,存疑,21.0,sheet-window
2644318,55.089958,存疑,26.9,sheet-window
4978356,103.715750,确定,27.3,sheet-window
7613689,158.618521,确定,27.3,sheet-window
9419739,196.244563,存疑,13.6,sheet-window
12377360,257.861667,存疑,28.0,sheet-window
13956104,290.752167,确定,46.1,sheet-window
