sample,time_s,confidence,range_db,basis
93828,1.954750,确定,46.0,sheet-window
2190954,45.644875,确定,18.3,sheet-window
4074393,84.883188,确定,24.0,sheet-window
5130716,106.889917,确定,39.4,sheet-window
6574731,136.973563,确定,38.2,sheet-window
10366153,215.961521,确定,21.8,sheet-window
12661708,263.785583,存疑,13.7,sheet-window
