sample,time_s,confidence,range_db,basis
153142,3.190458,确定,52.6,seed
2305067,48.022229,确定,49.4,seed
4346325,90.548438,确定,56.3,seed
5940194,123.754042,确定,50.2,seed
7721632,160.867333,确定,57.8,seed
11078194,230.795708,确定,57.1,seed
13298714,277.056542,确定,59.4,seed
