sample,time_s,confidence,range_db,basis
100301,2.089604,确定,52.4,sheet-window
1759314,36.652375,确定,59.4,sheet-window
4005264,83.443000,确定,55.1,sheet-window
5889774,122.703625,确定,27.2,sheet-window
7412966,154.436792,存疑,19.8,sheet-window
8411219,175.233729,确定,60.5,sheet-window
12916740,269.098750,确定,49.9,sheet-window
