sample,time_s,confidence,range_db,basis
65084,1.355917,存疑,38.2,sheet-window
2539988,52.916417,存疑,13.8,sheet-window
4353315,90.694063,确定,19.6,sheet-window
5637521,117.448354,存疑,22.7,sheet-window
7464966,155.520125,存疑,12.9,sheet-window
9176457,191.176187,存疑,19.7,sheet-window
