sample,time_s,confidence,range_db,basis
406384,8.466333,确定,49.7,seed
4106239,85.546646,确定,41.9,seed
8239039,171.646646,确定,45.3,seed
11277138,234.940375,确定,44.8,seed
14341197,298.774938,确定,43.9,seed
16705000,348.020833,确定,39.4,seed
17475113,364.064854,确定,48.9,seed
