sample,time_s,type,confidence
145333,3.027771,down,确定
2206127,45.960979,down,确定
4339331,90.402729,down,确定
6453722,134.452542,down,确定
8334992,173.645667,down,确定
10609890,221.039375,down,确定
11810773,246.057771,down,确定
