sample,time_s,confidence,range_db,basis
188531,3.927729,确定,36.1,sheet-window
894749,18.640604,确定,50.2,sheet-window
3925320,81.777500,确定,54.7,sheet-window
7806354,162.632375,确定,54.8,sheet-window
10829995,225.624896,确定,58.9,sheet-window
14672688,305.681000,确定,44.7,sheet-window
16591737,345.661187,确定,49.1,sheet-window
