sample,time_s,confidence,range_db,basis
79931,1.665229,确定,37.9,sheet-window
11178462,232.884625,确定,40.3,sheet-window
20098464,418.718000,确定,48.1,sheet-window
28485717,593.452437,确定,47.6,sheet-window
34936826,727.850542,确定,52.1,sheet-window
40911623,852.325479,确定,50.8,sheet-window
