sample,time_s,confidence,range_db,basis
598057,12.459521,确定,28.2,sheet-window
1033562,21.532542,存疑,15.4,sheet-window
2151539,44.823729,确定,38.7,sheet-window
3139228,65.400583,存疑,13.9,sheet-window
4721103,98.356313,确定,43.0,sheet-window
5447761,113.495021,存疑,20.2,sheet-window
6453816,134.454500,确定,33.3,sheet-window
