sample,time_s,confidence,range_db,basis
106232,2.213167,确定,37.5,sheet-window
2666199,55.545812,确定,44.8,sheet-window
4153690,86.535208,存疑,17.5,sheet-window
5394136,112.377833,存疑,39.5,sheet-window
6957869,144.955604,存疑,17.3,sheet-window
8840651,184.180229,存疑,39.9,sheet-window
9708704,202.264667,确定,43.0,sheet-window
