sample,time_s,confidence,range_db,basis
263883,5.497562,确定,38.7,sheet-window
1462752,30.474000,确定,48.5,sheet-window
4000907,83.352229,存疑,17.9,sheet-window
6419636,133.742417,确定,48.0,sheet-window
10245177,213.441188,确定,46.8,sheet-window
11861322,247.110875,确定,48.9,sheet-window
