sample,time_s,confidence,range_db,basis
55998,1.166625,确定,30.7,sheet-window
3313204,69.025083,确定,62.7,sheet-window
5934084,123.626750,确定,55.9,sheet-window
8151618,169.825375,确定,60.0,sheet-window
10467339,218.069562,确定,57.6,sheet-window
16158033,336.625688,确定,26.3,sheet-window
19168565,399.345104,存疑,22.3,sheet-window
