sample,time_s,confidence,range_db,basis
110023,2.292146,存疑,25.4,sheet-window
1795662,37.409625,确定,35.8,sheet-window
4101841,85.455021,确定,50.0,sheet-window
6654425,138.633854,确定,41.5,sheet-window
9460685,197.097604,确定,50.5,sheet-window
12520501,260.843771,确定,53.4,sheet-window
