sample,time_s,confidence,range_db,basis
79450,1.655208,确定,22.5,sheet-window
1987012,41.396083,确定,36.3,sheet-window
3000829,62.517271,确定,21.1,sheet-window
3652075,76.084896,确定,24.8,sheet-window
4218396,87.883250,确定,31.1,sheet-window
5488991,114.353979,存疑,24.8,sheet-window
6059198,126.233292,存疑,26.3,sheet-window
