sample,time_s,confidence,range_db,basis
147537,3.073688,确定,45.0,sheet-window
717751,14.953146,确定,48.5,sheet-window
2376221,49.504604,确定,46.7,sheet-window
3909563,81.449229,确定,42.0,sheet-window
5267528,109.740167,确定,21.0,sheet-window
6963796,145.079083,确定,48.0,sheet-window
7878486,164.135125,确定,45.3,sheet-window
