sample,time_s,type,decision,reason,ncc,range_db
4983446,103.821792,down,drop,ncc_lo,0.4326,11.83
5050373,105.216104,down,drop,ncc_lo,0.4625,10.92
5051871,105.247313,down,drop,ncc_lo,0.3949,18.71
5131277,106.901604,down,存疑,mid_band,0.5031,10.30
5162224,107.546333,down,存疑,mid_band,0.5901,23.04
5194420,108.217083,down,存疑,mid_band,0.5529,18.70
5228561,108.928354,down,drop,ncc_lo,0.2882,8.88
5230483,108.968396,down,存疑,mid_band,0.5900,8.52
5237835,109.121562,down,drop,ncc_lo,0.3785,11.08
5246255,109.296979,down,drop,ncc_lo,0.1916,35.21
5318952,110.811500,down,drop,ncc_lo,0.1464,43.18
5340280,111.255833,down,drop,ncc_lo,0.1729,29.28
5350727,111.473479,down,存疑,close_pair_ambiguous,0.2617,9.83
5351631,111.492312,down,存疑,close_pair_ambiguous,0.5548,14.16
5356495,111.593646,down,drop,ncc_lo,0.3986,9.39
5387874,112.247375,down,存疑,mid_band,0.7983,18.94
5397438,112.446625,down,存疑,mid_band,0.7501,13.73
5404205,112.587604,down,drop,ncc_lo,0.3721,11.00
5428950,113.103125,down,drop,ncc_lo,0.1970,48.19
5471024,113.979667,down,drop,ncc_lo,0.3007,13.14
5496188,114.503917,down,存疑,mid_band,0.5512,9.69
5576091,116.168562,down,drop,ncc_lo,0.4304,10.30
5587963,116.415896,down,drop,ncc_lo,0.4885,8.89
5673674,118.201542,down,存疑,mid_band,0.6370,19.78
5681705,118.368854,down,存疑,mid_band,0.6744,25.34
5694204,118.629250,down,存疑,mid_band,0.5625,20.44
5712682,119.014208,down,存疑,mid_band,0.5794,10.48
5730360,119.382500,down,存疑,mid_band,0.6723,18.45
5735741,119.494604,down,drop,ncc_lo,0.0753,24.34
5753464,119.863833,down,drop,ncc_lo,0.4970,22.69
5790068,120.626417,down,drop,ncc_lo,0.3895,11.01
5920153,123.336521,down,drop,ncc_lo,0.1392,11.95
6072394,126.508208,down,存疑,mid_band,0.7697,49.75
6102090,127.126875,down,drop,ncc_lo,-0.0132,35.15
6110656,127.305333,down,存疑,mid_band,0.6644,15.74
6116239,127.421646,down,drop,ncc_lo,0.4754,18.57
6130094,127.710292,down,存疑,mid_band,0.7170,42.23
6134606,127.804292,down,存疑,mid_band,0.7087,23.26
6168267,128.505562,down,存疑,mid_band,0.7211,14.51
6178215,128.712813,down,存疑,mid_band,0.7597,16.21
6181050,128.771875,down,存疑,mid_band,0.5541,15.54
6184383,128.841312,down,存疑,mid_band,0.7017,13.00
6194825,129.058854,down,存疑,mid_band,0.5829,17.35
6202489,129.218521,down,存疑,mid_band,0.5064,11.88
6216291,129.506063,down,存疑,mid_band,0.7068,20.53
6231385,129.820521,down,存疑,mid_band,0.5478,10.19
6258967,130.395146,down,存疑,mid_band,0.5758,10.50
6268105,130.585521,down,存疑,mid_band,0.6539,15.52
6289032,131.021500,down,drop,ncc_lo,0.2923,8.85
6319275,131.651563,down,存疑,close_pair_ambiguous,0.5505,12.18
6319275,131.651563,down,存疑,close_pair_ambiguous,0.5505,12.20
6329128,131.856833,down,存疑,mid_band,0.5516,10.52
6333376,131.945333,down,存疑,mid_band,0.8047,27.42
6543552,136.324000,down,drop,ncc_lo,0.4642,11.42
6550724,136.473417,down,drop,ncc_lo,0.4265,18.20
6561228,136.692250,down,drop,ncc_lo,0.4365,14.08
6584245,137.171771,down,存疑,mid_band,0.5069,14.78
6600422,137.508792,down,存疑,mid_band,0.5095,10.32
6643147,138.398896,down,存疑,mid_band,0.5536,41.29
6665151,138.857313,down,drop,ncc_lo,0.3114,10.23
6666774,138.891125,down,drop,ncc_lo,0.4233,12.40
6682224,139.213000,down,存疑,mid_band,0.8028,28.40
6689384,139.362167,down,存疑,both_low_close,-0.2292,13.44
6690325,139.381771,down,存疑,both_low_close,0.3479,9.21
6696259,139.505396,down,drop,ncc_lo,0.4656,10.97
6727613,140.158604,down,drop,ncc_lo,0.2743,7.95
6740819,140.433729,down,存疑,mid_band,0.5414,9.92
6757537,140.782021,down,存疑,mid_band,0.5827,10.04
6781015,141.271146,down,存疑,mid_band,0.6795,13.73
6854388,142.799750,down,存疑,mid_band,0.5934,24.45
6892804,143.600083,down,存疑,mid_band,0.6277,17.39
6911623,143.992146,down,drop,ncc_lo,0.1387,15.75
7045628,146.783917,down,存疑,mid_band,0.7386,13.37
7047210,146.816875,down,存疑,mid_band,0.5786,15.07
7071660,147.326250,down,存疑,mid_band,0.6639,9.35
7091809,147.746021,down,drop,ncc_lo,0.4486,10.61
7111021,148.146271,down,drop,ncc_lo,0.2755,29.74
7135055,148.646979,down,存疑,mid_band,0.5978,23.18
7149662,148.951292,down,drop,ncc_lo,0.0657,33.42
7156341,149.090438,down,存疑,mid_band,0.5309,7.61
7238189,150.795604,down,存疑,close_pair_ambiguous,-0.2262,31.84
7239312,150.819000,down,存疑,close_pair_ambiguous,0.5573,15.85
7255957,151.165771,down,存疑,mid_band,0.6303,21.97
7283533,151.740271,down,存疑,mid_band,0.7807,15.07
7298214,152.046125,down,存疑,mid_band,0.8119,22.80
7309775,152.286979,down,drop,ncc_lo,0.3105,13.68
7324889,152.601854,down,存疑,close_pair_ambiguous,0.3669,17.54
7325475,152.614062,down,存疑,close_pair_ambiguous,0.6194,18.78
7349476,153.114083,down,drop,ncc_lo,0.4861,6.88
7376890,153.685208,down,存疑,both_low_close,-0.0266,8.53
7377533,153.698604,down,存疑,both_low_close,0.3175,11.11
7437465,154.947188,down,存疑,mid_band,0.5006,11.26
7452613,155.262771,down,drop,ncc_lo,0.4923,13.78
7544303,157.172979,down,存疑,mid_band,0.6361,15.70
7557724,157.452583,down,drop,ncc_lo,0.4239,40.48
7567229,157.650604,down,drop,ncc_lo,0.4113,6.79
7582628,157.971417,down,存疑,mid_band,0.5873,17.27
7657756,159.536583,down,存疑,mid_band,0.6318,43.91
7686685,160.139271,down,drop,ncc_lo,0.4408,25.47
7706148,160.544750,down,存疑,mid_band,0.5476,18.41
7711007,160.645979,down,存疑,mid_band,0.5336,28.44
7813777,162.787021,down,存疑,mid_band,0.7876,13.14
7834854,163.226125,down,drop,ncc_lo,0.3123,22.28
7852894,163.601958,down,存疑,mid_band,0.6428,11.18
7860787,163.766396,down,drop,ncc_lo,0.4854,16.89
7899909,164.581437,down,存疑,mid_band,0.6955,14.38
7935868,165.330583,down,存疑,mid_band,0.6411,11.25
7956134,165.752792,down,drop,ncc_lo,0.3978,11.69
7966489,165.968521,down,存疑,mid_band,0.6693,19.19
7972819,166.100396,down,drop,ncc_lo,0.3972,9.19
8027838,167.246625,down,存疑,mid_band,0.5799,9.86
8080291,168.339396,down,drop,ncc_lo,0.4242,12.14
8086722,168.473375,down,drop,ncc_lo,0.4410,11.56
8152160,169.836667,down,存疑,both_low_close,0.4036,9.08
8152637,169.846604,down,存疑,both_low_close,0.1074,8.90
8192287,170.672646,down,drop,ncc_lo,0.2228,12.18
8209943,171.040479,down,drop,ncc_lo,0.2442,12.84
8360467,174.176396,down,drop,ncc_lo,0.3798,10.74
8398937,174.977854,down,drop,ncc_lo,0.3081,10.69
8408924,175.185917,down,存疑,mid_band,0.7394,16.62
8414149,175.294771,down,存疑,close_pair_ambiguous,0.4136,18.80
8415359,175.319979,down,存疑,close_pair_ambiguous,0.7141,10.40
8542720,177.973333,down,存疑,mid_band,0.6400,12.12
8603423,179.237979,down,存疑,mid_band,0.8361,29.85
8648696,180.181167,down,存疑,mid_band,0.6984,37.88
8666591,180.553979,down,存疑,mid_band,0.6753,12.09
8671094,180.647792,down,drop,ncc_lo,0.4863,11.44
8728314,181.839875,down,存疑,mid_band,0.6047,15.54
8739036,182.063250,down,drop,ncc_lo,-0.1728,40.71
8749297,182.277021,down,存疑,mid_band,0.5598,15.64
8754772,182.391083,down,drop,ncc_lo,0.4373,29.49
8756623,182.429646,down,drop,ncc_lo,0.2877,18.42
8774741,182.807104,down,存疑,mid_band,0.7838,20.09
8785339,183.027896,down,存疑,mid_band,0.7007,14.07
8819004,183.729250,down,drop,ncc_lo,0.4394,10.49
8939063,186.230479,down,存疑,mid_band,0.7162,26.57
8968904,186.852167,down,drop,ncc_lo,0.4120,28.72
8979525,187.073438,down,drop,ncc_lo,0.4906,10.52
9059732,188.744417,down,drop,ncc_lo,0.4790,17.34
9072374,189.007792,down,存疑,mid_band,0.6364,27.96
9081913,189.206521,down,drop,ncc_lo,0.4517,20.88
9111574,189.824458,down,存疑,mid_band,0.6126,13.67
9145237,190.525771,down,drop,ncc_lo,0.1171,10.21
9155983,190.749646,down,存疑,mid_band,0.5956,12.43
9167883,190.997562,down,drop,ncc_lo,0.2323,7.94
9170311,191.048146,down,drop,ncc_lo,0.4956,14.11
9171957,191.082437,down,存疑,mid_band,0.5864,12.10
9228920,192.269167,down,drop,ncc_lo,0.4710,11.59
9242036,192.542417,down,drop,ncc_lo,0.3484,9.01
9267737,193.077854,down,drop,ncc_lo,-0.1480,35.10
9284511,193.427312,down,drop,ncc_lo,0.4651,12.84
9314578,194.053708,down,存疑,both_low_close,0.4092,9.78
9315667,194.076396,down,存疑,both_low_close,0.2872,10.45
9431881,196.497521,down,存疑,mid_band,0.7497,15.49
9447485,196.822604,down,存疑,mid_band,0.5219,12.89
9477073,197.439021,down,存疑,mid_band,0.6619,14.50
9505493,198.031104,down,存疑,mid_band,0.7932,15.48
9584987,199.687229,down,存疑,mid_band,0.5318,51.36
9595835,199.913229,down,存疑,mid_band,0.5463,12.61
9638243,200.796729,down,存疑,mid_band,0.5243,10.40
9723037,202.563271,down,存疑,mid_band,0.5966,13.09
9736909,202.852271,down,存疑,mid_band,0.6356,13.44
9754032,203.209000,down,drop,ncc_lo,0.3543,15.88
9797347,204.111396,down,存疑,mid_band,0.5828,11.51
9804884,204.268417,down,存疑,mid_band,0.8111,10.67
9810265,204.380521,down,存疑,mid_band,0.7489,25.44
9854244,205.296750,down,存疑,mid_band,0.7879,31.18
9898700,206.222917,down,drop,ncc_lo,0.4809,12.77
9962851,207.559396,down,存疑,mid_band,0.6442,14.45
9968313,207.673188,down,存疑,mid_band,0.5940,15.10
10004985,208.437187,down,存疑,mid_band,0.5134,11.94
10018072,208.709833,down,drop,ncc_lo,0.4414,11.20
10027091,208.897729,down,drop,ncc_lo,0.4727,15.92
10068870,209.768125,down,drop,ncc_lo,0.2099,38.25
10115276,210.734917,down,存疑,mid_band,0.7994,15.62
10168411,211.841896,down,存疑,mid_band,0.6555,13.39
10183292,212.151917,down,drop,ncc_lo,0.3593,25.04
10193287,212.360146,down,drop,ncc_lo,0.4046,16.70
10201087,212.522646,down,存疑,mid_band,0.7494,44.24
10228493,213.093604,down,drop,ncc_lo,0.4756,15.76
10267567,213.907646,down,存疑,mid_band,0.5598,27.31
10280744,214.182167,down,存疑,mid_band,0.6054,26.36
10287188,214.316417,down,存疑,mid_band,0.5154,23.86
10335711,215.327313,down,存疑,mid_band,0.5389,13.25
10408373,216.841104,down,drop,ncc_lo,0.2624,11.46
10427750,217.244792,down,存疑,mid_band,0.5761,11.42
10447292,217.651917,down,存疑,mid_band,0.6801,14.02
10458131,217.877729,down,存疑,mid_band,0.6059,21.77
10473680,218.201667,down,drop,ncc_lo,0.3765,37.22
10494441,218.634187,down,drop,ncc_lo,0.2779,12.70
10580394,220.424875,down,drop,ncc_lo,0.4174,12.69
10624132,221.336083,down,存疑,mid_band,0.6370,12.44
10669522,222.281708,down,存疑,mid_band,0.6830,8.56
10673478,222.364125,down,存疑,mid_band,0.5426,14.72
10689624,222.700500,down,drop,ncc_lo,0.4513,9.21
10700603,222.929229,down,存疑,mid_band,0.6565,16.71
10731219,223.567062,down,存疑,mid_band,0.7178,17.21
10739614,223.741958,down,drop,ncc_lo,0.4280,10.74
10871941,226.498771,down,drop,ncc_lo,0.4963,12.92
10896444,227.009250,down,drop,ncc_lo,0.3052,6.37
10927860,227.663750,down,存疑,mid_band,0.5442,13.60
11166915,232.644062,down,drop,ncc_lo,-0.0535,35.79
11179939,232.915396,down,drop,ncc_lo,0.3280,15.16
11305964,235.540917,down,存疑,mid_band,0.6425,13.00
11349685,236.451771,down,存疑,mid_band,0.7467,9.20
11367754,236.828208,down,drop,ncc_lo,0.3423,9.57
11385628,237.200583,down,drop,ncc_lo,0.2806,5.86
11401559,237.532479,down,drop,ncc_lo,0.1565,18.89
11868588,247.262250,down,存疑,mid_band,0.6544,22.51
11933645,248.617604,down,存疑,mid_band,0.5120,15.43
11948152,248.919833,down,存疑,mid_band,0.5392,11.03
11972758,249.432458,down,存疑,mid_band,0.6657,13.05
11993391,249.862313,down,存疑,mid_band,0.8411,16.02
12018361,250.382521,down,存疑,mid_band,0.7037,29.26
12055538,251.157042,down,存疑,mid_band,0.7369,36.45
12123845,252.580104,down,存疑,mid_band,0.6312,8.80
12210739,254.390396,down,存疑,mid_band,0.6989,28.74
12258063,255.376313,down,存疑,mid_band,0.6938,15.92
12259699,255.410396,down,存疑,mid_band,0.6906,12.67
12279224,255.817167,down,存疑,mid_band,0.5209,17.57
12290065,256.043021,down,drop,ncc_lo,0.4487,12.53
12306231,256.379813,down,drop,ncc_lo,0.0252,31.00
12343289,257.151854,down,存疑,mid_band,0.8059,32.92
12367621,257.658771,down,存疑,mid_band,0.5579,10.59
12486418,260.133708,down,drop,ncc_lo,0.4508,10.82
12518395,260.799896,down,drop,ncc_lo,0.3499,11.47
12530097,261.043687,down,drop,ncc_lo,0.3996,10.12
12536303,261.172979,down,存疑,mid_band,0.6613,12.85
12554743,261.557146,down,存疑,mid_band,0.5243,14.76
12557190,261.608125,down,存疑,mid_band,0.5298,10.02
12571577,261.907854,down,drop,ncc_lo,-0.0123,35.29
12597717,262.452437,down,存疑,mid_band,0.8054,13.47
12647008,263.479333,down,drop,ncc_lo,0.2878,11.76
12653286,263.610125,down,存疑,close_pair_ambiguous,0.4044,21.72
12654671,263.638979,down,存疑,close_pair_ambiguous,0.6668,11.43
12666688,263.889333,down,存疑,mid_band,0.8234,41.76
12709249,264.776021,down,drop,ncc_lo,0.0531,37.20
12722404,265.050083,down,存疑,mid_band,0.6335,11.88
12729110,265.189792,down,存疑,mid_band,0.6634,11.67
12739561,265.407521,down,drop,ncc_lo,0.3774,12.43
12788245,266.421771,down,drop,ncc_lo,0.3540,11.00
12795257,266.567854,down,存疑,mid_band,0.8278,35.85
12849706,267.702208,down,存疑,mid_band,0.7936,19.75
12877404,268.279250,down,存疑,mid_band,0.6231,20.64
12959960,269.999167,down,存疑,mid_band,0.7272,19.19
12965648,270.117667,down,存疑,mid_band,0.8367,33.03
12989664,270.618000,down,存疑,both_low_close,0.4655,17.63
12991013,270.646104,down,存疑,both_low_close,0.4362,10.93
13010842,271.059208,down,drop,ncc_lo,0.4211,7.27
13018729,271.223521,down,存疑,mid_band,0.5876,10.93
13031546,271.490542,down,存疑,mid_band,0.6019,11.47
13050143,271.877979,down,存疑,mid_band,0.5766,14.30
13125949,273.457271,down,存疑,mid_band,0.7151,12.89
