sample,time_s,confidence,range_db,basis
253907,5.289729,确定,59.4,sheet-window
1554542,32.386292,确定,62.2,sheet-window
2328628,48.513083,确定,26.6,sheet-window
3161877,65.872438,确定,59.7,sheet-window
4239614,88.325292,确定,52.9,sheet-window
7033320,146.527500,确定,57.2,sheet-window
