sample,time_s,confidence,range_db,basis
424721,8.848354,存疑,12.5,sheet-window
2118808,44.141833,存疑,31.6,sheet-window
3249379,67.695396,存疑,12.2,sheet-window
4575831,95.329813,存疑,18.3,sheet-window
6033073,125.689021,确定,27.7,sheet-window
7739191,161.233146,存疑,17.6,sheet-window
8325795,173.454062,确定,43.0,sheet-window
