sample,time_s,confidence,range_db,basis
145333,3.027771,确定,46.7,sheet-window
2206127,45.960979,确定,58.6,sheet-window
4339331,90.402729,确定,50.6,sheet-window
6453722,134.452542,确定,30.9,sheet-window
8334992,173.645667,确定,51.1,sheet-window
10609890,221.039375,确定,46.9,sheet-window
11810773,246.057771,确定,61.4,sheet-window
