sample,time_s,confidence,range_db,basis
172374,3.591125,存疑,22.5,sheet-window
890178,18.545375,确定,39.1,sheet-window
1317509,27.448104,确定,36.5,sheet-window
1673329,34.861021,确定,24.5,sheet-window
2335550,48.657292,确定,27.7,sheet-window
3104651,64.680229,确定,44.9,sheet-window
3190920,66.477500,确定,46.3,sheet-window
