sample,time_s,confidence,range_db,basis
65970,1.374375,确定,29.9,sheet-window
1808677,37.680771,确定,35.8,sheet-window
3141387,65.445562,确定,29.7,sheet-window
6401501,133.364604,确定,19.9,sheet-window
7747119,161.398313,存疑,13.4,sheet-window
8753932,182.373583,存疑,15.1,sheet-window
