sample,time_s,confidence,range_db,basis
134558,2.803292,确定,32.0,sheet-window
1085772,22.620250,确定,43.9,sheet-window
2095866,43.663875,确定,42.5,sheet-window
2532564,52.761750,确定,53.0,sheet-window
3568598,74.345792,确定,52.2,sheet-window
6884349,143.423937,确定,46.4,sheet-window
8093835,168.621563,确定,48.3,sheet-window
