sample,time_s,confidence,range_db,basis
61771,1.286896,确定,38.3,sheet-window
3379374,70.403625,确定,49.7,sheet-window
6827921,142.248354,确定,50.0,sheet-window
9445299,196.777062,确定,51.7,sheet-window
11644093,242.585271,确定,49.9,sheet-window
15101346,314.611375,确定,49.7,sheet-window
17535153,365.315688,存疑,36.0,sheet-window
