sample,time_s,confidence,range_db,basis
54294,1.131125,确定,42.0,sheet-window
1267786,26.412208,确定,46.7,sheet-window
3590537,74.802854,确定,30.9,sheet-window
6427886,133.914292,确定,36.7,sheet-window
9369829,195.204771,确定,43.5,sheet-window
14002842,291.725875,存疑,34.0,sheet-window
15874566,330.720125,确定,44.3,sheet-window
