sample,time_s,confidence,range_db,basis
740533,15.427771,确定,42.2,sheet-window
2284446,47.592625,确定,51.6,sheet-window
3838166,79.961792,确定,46.1,sheet-window
5681256,118.359500,确定,40.8,sheet-window
7836535,163.261146,确定,52.9,sheet-window
10507872,218.914000,存疑,26.9,sheet-window
12624836,263.017417,确定,42.2,sheet-window
