sample,time_s,confidence,range_db,basis
123632,2.575667,确定,18.6,sheet-window
1913638,39.867458,确定,22.8,sheet-window
5104836,106.350750,确定,18.0,sheet-window
9478571,197.470229,确定,51.9,sheet-window
12569232,261.859000,确定,52.2,sheet-window
16097787,335.370563,确定,53.2,sheet-window
20362751,424.223979,确定,43.9,sheet-window
