sample,time_s,confidence,range_db,basis
207878,4.330792,确定,67.5,sheet-window
4006018,83.458708,确定,50.5,sheet-window
6354363,132.382563,确定,62.7,sheet-window
9746436,203.050750,确定,60.3,sheet-window
11017863,229.538813,确定,66.3,sheet-window
12442222,259.212958,确定,67.9,sheet-window
13976665,291.180521,确定,22.2,sheet-window
