sample,time_s,confidence,range_db,basis
685881,14.289188,确定,33.7,sheet-window
2824998,58.854125,存疑,19.2,sheet-window
5202589,108.387271,存疑,38.3,sheet-window
6907525,143.906771,确定,18.9,sheet-window
8132878,169.434958,确定,25.2,sheet-window
12652031,263.583979,存疑,14.4,sheet-window
15427772,321.411917,存疑,15.0,sheet-window
