sample,time_s,confidence,range_db,basis
355363,7.403396,确定,31.5,sheet-window
2548257,53.088687,确定,47.6,sheet-window
5136575,107.011979,确定,50.1,sheet-window
7325628,152.617250,确定,62.0,sheet-window
9966605,207.637604,确定,38.4,sheet-window
12413881,258.622521,确定,59.8,sheet-window
15501340,322.944583,确定,54.0,sheet-window
