sample,time_s,confidence,range_db,basis
170546,3.553042,确定,48.0,sheet-window
1218395,25.383229,确定,49.7,sheet-window
2861817,59.621187,确定,50.2,sheet-window
4462780,92.974583,确定,42.5,sheet-window
5969131,124.356896,确定,47.7,sheet-window
7227620,150.575417,确定,50.7,sheet-window
8663296,180.485333,确定,49.0,sheet-window
